id,county,pool_name,address,city,zip,inspection_date,findings
8666,Fulton,Elizabeth Heights (Outdoor Pool),600 DALRYMPLE RD. N.W.,ATLANTA,30328,4/17/2012,Pool closed: NO
8667,Fulton,Saddle Creek (Outdoor Pool),495 SADDLE CREEK CIR.,ROSWELL,30076,4/17/2012,Pool closed: NO
8668,Fulton,Dunwoody Lakes (Outdoor Pool),8600 ROBERTS DR.,ATLANTA,30328,4/17/2012,Pool closed: YES
8669,Fulton,Clairmonte (Outdoor Pool),12340 CLAIRMONTE AVE.,ALPHARETTA,30004,4/17/2012,Pool closed: NO
8670,Fulton,Selbridge Mill Homeowners Assoc.,115 WATER MILL FALLS DR.,ALPHARETTA,30004,4/17/2012,Pool closed: NO
8671,Fulton,The Orchards at Crabapple (Outdoor Pool),4499 ORCHARD TRL.,ROSWELL,30076,4/17/2012,Pool closed: NO
8672,Fulton,Orchards of Sweet Apple(Indoor Pool),205 SWEET APPLE CIR.,ALPHARETTA,30004,4/17/2012,Pool closed: NO
8673,Fulton,Post Riverside Phase I (Outdoor Pool),"4403 NORTHSIDE PKWY., STE. 106",ATLANTA,30327,4/17/2012,Pool closed: NO
8674,Fulton,Post Riverside Phase II (Outdoor Pool),"4403 NORTHSIDE PKWY., STE. 106",ATLANTA,30327,4/17/2012,Pool closed: NO
8675,Fulton,Post Alexander Apts. (Outdoor Pool),3410 ALEXANDER RD.,ATLANTA,30326,4/17/2012,Pool closed: NO
8676,Fulton,The Orchards of Roswell,400 VILLAGE LN.,ROSWELL,30075,4/17/2012,Pool closed: NO
8677,Fulton,The Orchards at Hopewell (Outdoor Pool),1100 WINDRUSH LN.,ALPHARETTA,30004,4/17/2012,Pool closed: NO
8678,Fulton,Myers Park (Outdoor Pool),10475 BENT TREE VIEW,DULUTH,30023,4/17/2012,Pool closed: NO
8679,Fulton,Residence Inn Alpharetta North Point Whirlpool,1325 NORTH POINT DR.,ALPHARETTA,30022,4/16/2012,Pool closed: NO
8680,Fulton,Residence Inn Alpharetta North Point (Outdoor Pool),1325 NORTH POINT DR.,ALPHARETTA,30022,4/16/2012,Pool closed: NO
8681,Fulton,Renaissance Lofts (Outdoor Pool),120 RALPH MCGILL BLVD.,ATLANTA,30308,4/17/2012,Pool closed: YES
8682,Fulton,Lenox Green Condos (Outdoor Pool),2657 LENOX RD. N.E.,ATLANTA,30318,4/17/2012,Pool closed: NO
8683,Fulton,Ansley Golf Club (Outdoor Pool),196 MONTGOMERY FERRY DR.,ATLANTA,30309,4/17/2012,Pool closed: NO
8684,Fulton,Ansley Golf Club (Wading Pool),196 MONTGOMERY FERRY DR.,ATLANTA,30309,4/17/2012,Pool closed: NO
8685,Fulton,Brookwood Hills (Outdoor Pool),77 WAKEFIELD DR.,ATLANTA,30309,4/17/2012,Pool closed: NO
8686,Fulton,Hilton-Atlanta Airport-Outdoor,1031 VIRGINIA AVE.,HAPEVILLE,30354,4/17/2012,Pool closed: NO
8687,Fulton,Hilton Atlanta Airport Hotel-Yr Pool,1031 VIRGINIA AVE.,HAPEVILLE,30354,4/17/2012,Pool closed: NO
8688,Fulton,Hilton Atlanta Airport Hotel-Whirlpool,1031 VIRGINIA AVE.,HAPEVILLE,30354,4/17/2012,Pool closed: NO
8689,Fulton,Glenridge (Outdoor Pool),5273 GLENRIDGE DR. N.E.,ATLANTA,30342,4/18/2012,Pool closed: NO
8690,Fulton,50 Lakeland (Outdoor Pool),50 LAKELAND DR NW,ATLANTA,30305,4/18/2012,Pool closed: NO
8691,Fulton,Heritage Oaks Condo. (Outdoor Pool),5700 DUPREE DR NW,ATLANTA,30327,4/18/2012,Pool closed: NO
8692,Fulton,M.L.K. Jr. Natatorium,70 BOULEVARD N.E.,ATLANTA,30312,4/18/2012,Pool closed: NO
8693,Fulton,Atlanta Airport Marriott Hotel (Indoor Pool),4711 BEST,COLLEGE PARK,30337,4/18/2012,Pool closed: NO
8694,Fulton,Atlanta Airport Marriott-Outdoor,4711 BEST RD.,COLLEGE PARK,30337,4/18/2012,Pool closed: NO
8695,Fulton,Avalon Ridge Apts.,183 MT. ZION RD.,ATLANTA,30354,4/19/2012,Pool closed: NO
8696,Fulton,Astoria Riverside Park (Outdoor Pool),1925 WAYCREST DR.,ATLANTA,30331,4/19/2012,Pool closed: NO
8697,Fulton,Hampton Way Condos (Outdoor Pool),1090 HAMPTON WAY N.E.,ATLANTA,30324,4/19/2012,Pool closed: NO
8698,Fulton,The Vanderbilt (Outdoor Pool),3071 LENOX RD.,ATLANTA,30324,4/19/2012,Pool closed: NO
8699,Fulton,Chastain Park (Outdoor Pool),235 WEST WIEUCA NW,ATLANTA,30342,4/19/2012,Pool closed: NO
8700,Fulton,Landmark Condo (Outdoor Pool),215 PIEDMONT AVE. N.E.,ATLANTA,30308,4/18/2012,Pool closed: NO
8701,Fulton,330 McGill Place (Outdoor Pool),330 RALPH MCGILL PLZ,ATLANTA,30312,4/18/2012,Pool closed: NO
8702,Fulton,Gallery Residential Condominium Assn (Outdoor Pool),2795 PEACHTREE RD.,ATLANTA,30305,4/18/2012,Pool closed: NO
8703,Fulton,Enclave at Renaissance (Outdoor Pool),200 RENAISSANCE PKWY.,ATLANTA,30308,4/19/2012,Pool closed: NO
8704,Fulton,Renaissance Park Phase II (Outdoor Pool),260 RENAISSANCE PKWY.,ATLANTA,30309,4/19/2012,Pool closed: NO
8705,Fulton,Tuscany Condominiums,955 JUNIPER ST.,ATLANTA,30309,4/19/2012,Pool closed: NO
8706,Fulton,Centennial Station,89 MANGNUM ST.,ATLANTA,30313,4/19/2012,Pool closed: NO
8707,Fulton,South Park Lofts (Outdoor Pool),875 KIRKWOOD AVE.,ATLANTA,30316,4/19/2012,Pool closed: NO
8708,Fulton,St. Ives (Outdoor Pool) (Main),1 ST. IVES COUNTRY CLUB DR.,DULUTH,30097,4/17/2012,Pool closed: YES
8709,Fulton,Caney Creek (Outdoor Pool),12525 MIRROWOOD LN.,ALPHARETTA,30005,4/17/2012,Pool closed: NO
8710,Fulton,Caney Creek Outdoor Wading,12575 MIRROWOOD LN.,ALPHARETTA,30005,4/17/2012,Pool closed: NO
8711,Fulton,St. Ives Country Club (Outdoor Pool),1 ST. IVES COUNTRY CLUB DR.,DULUTH,30097,4/17/2012,Pool closed: YES
8712,Fulton,St. Ives Country Club (Wading Pool),1 ST. IVES COUNTRY CLUB DR.,DULUTH,30097,4/17/2012,Pool closed: YES
8713,Fulton,Providence National (Outdoor Pool),455 GLEN NATIONAL DR.,ALPHARETTA,30004,4/20/2012,Pool closed: NO
8714,Fulton,Whitehall (Outdoor Pool),850 KENLEY WALK,ROSWELL,30076,4/19/2012,Pool closed: NO
8715,Fulton,Glenmoor,11105 GREY OWL RD.,ALPHARETTA,30005,4/19/2012,Pool closed: NO
8716,Fulton,Somerset & Arbors (Outdoor Pool),5001 NORTH SOMERSET LN.,ALPHARETTA,30004,4/19/2012,Pool closed: NO
8717,Fulton,Creek Side at Mansell (Outdoor Pool),2275 TIMBER CREEK CIR.,ROSWELL,30076,4/19/2012,Pool closed: NO
8718,Fulton,Westwood Park Clubhouse Pool,11151 CALYPSO DR.,ALPHARETTA,30004,4/19/2012,Pool closed: NO
8719,Fulton,Academy Park (Outdoor Pool),12110 DANCLIFF TRCE,ALPHARETTA,30004,4/19/2012,Pool closed: NO
8720,Fulton,Brookshade Outdoor Swimming Pool,701 BROOKSHADE PKWY.,ALPHARETTA,30004,4/19/2012,Pool closed: NO
8721,Fulton,Briarfield (Outdoor Pool),500 BRIARS BEND,ALPHARETTA,30202,4/20/2012,Pool closed: NO
8722,Fulton,Huntington Park (Outdoor Pool),3005 BURLINGAMEE DR.,ROSWELL,30076,4/20/2012,Pool closed: NO
8723,Fulton,Walton Centennial (Outdoor Pool),900 WALTON WAY,ROSWELL,30076,4/20/2012,Pool closed: NO
8724,Fulton,Buckhead Village Lofts Spa,3235 ROSWELL RD.,ATLANTA,30305,4/20/2012,Pool closed: NO
8725,Fulton,Buckhead Village Lofts (Outdoor Pool),"3235 ROSWELL RD. N.E., STE. 400",ATLANTA,30305,4/20/2012,Pool closed: NO
8726,Fulton,Mathieson Exchange (Outdoor Pool),3180 MATHIESON DR.,ATLANTA,30305,4/20/2012,Pool closed: NO
8727,Fulton,Mathieson Exchange Whirlpool,3180 MATHIESON DR.,ATLANTA,30305,4/20/2012,Pool closed: NO
8728,Fulton,Carl E. Sanders Year-Round Pool,1160 MOORES MILL RD.,ATLANTA,30327,4/20/2012,Pool closed: NO
8729,Fulton,Nettlebrook Farms (Outdoor Pool),315 OAK BRANCH CT.,ALPHARETTA,30005,4/19/2012,Pool closed: NO
8730,Fulton,The Orchards of Windward (Outdoor Pool),2500 OAKSIDE CIR.,ALPHARETTA,30004,4/19/2012,Pool closed: NO
8731,Fulton,Crabapple Crossroads,12662 ITASKA WALK,MILTON,30004,4/19/2012,Pool closed: NO
8732,Fulton,Roswell Landings (Outdoor Pool),600 ROSWELL LANDING DR.,ROSWELL,30075,4/19/2012,Pool closed: NO
8733,Fulton,The Granville (Outdoor Pool),6470 BARFIELD RD.,ATLANTA,30328,4/19/2012,Pool closed: NO
8734,Fulton,Wyngate at Spalding (Outdoor Pool),7155 ROSWELL RD.,ATLANTA,30328,4/19/2012,Pool closed: NO / Remarks: Piping was labeled during inspection.
8735,Fulton,Sterling Crossville,900 STERLING WAY,ROSWELL,30075,4/19/2012,Pool closed: NO
8736,Fulton,River Mill (Outdoor Pool),211 RIVER MILL CIR.,ROSWELL,30075,4/19/2012,Pool closed: NO
8737,Fulton,Durham Lakes Golf And Country Club LLC (Main Pool),156 DURHAM LAKES PKWY.,FAIRBURN,30213,4/23/2012,Pool closed: NO
8738,Fulton,Durham Lakes Swim & Tennis Club LLC,156 DURHAM LAKES PKWY.,FAIRBURN,30213,4/23/2012,Pool closed: NO
8739,Fulton,Park North Condo (Outdoor Pool),6000 PARK AVE. N.E.,ATLANTA,30342,4/23/2012,Pool closed: NO
8740,Fulton,Lakemoore Colony (Outdoor Pool),251 LAKEMOORE DR. N.E.,ATLANTA,30342,4/23/2012,Pool closed: NO
8741,Fulton,Regency Buckhead (Outdoor Pool),3535 ROSWELL RD. N.E.,ATLANTA,30350,4/23/2012,Pool closed: NO
8742,Fulton,Roswell Court (Outdoor Pool),3475 ROSWELL RD. N.E.,ATLANTA,30305,4/23/2012,Pool closed: NO
8743,Fulton,Bradley House (Outdoor Pool),3501 ROSWELL RD. N.E.,ATLANTA,30305,4/23/2012,Pool closed: NO
8744,Fulton,The Granville Apts. Outdoor Whirlpool,6470 BARFIELD RD.,ATLANTA,30328,4/19/2012,"Pool closed: NO / Remarks: Chlorine level was initially @ 11.0, but decreased during the course of the inspection."
8745,Fulton,Crown Park (Outdoor Pool),1068 SASHA LN.,ROSWELL,30075,4/19/2012,Pool closed: YES
8746,Fulton,Roswell Springs Condos,102 WARM SPRINGS CIR.,ROSWELL,30075,4/19/2012,Pool closed: YES
8747,Fulton,Grand Veridian Homeowners Assoc.-O/D Pool,"10800 ALPHARETTA HWY, STE. 208 Box 564",ROSWELL,30076,4/19/2012,Pool closed: YES
8748,Fulton,Springside Park Condominiums,750 DALRYMPLE RD. N.E.,ATLANTA,30328,4/20/2012,Pool closed: YES
8749,Fulton,Lake Charles Plantation (Outdoor Pool),210 PLANTATION WAY,ROSWELL,30075,4/20/2012,Pool closed: YES
8750,Fulton,Riverside Club (Outdoor Pool),6450 RIVERSIDE DR NW,ATLANTA,30328,4/20/2012,Pool closed: NO
8751,Fulton,Riverside Club (Wading Pool),6450 RIVERSIDE DR.,ATLANTA,30328,4/19/2012,Pool closed: NO
8752,Fulton,Foxcroft Condo (Outdoor Pool),6851 ROSWELL RD. N.E.,ATLANTA,30328,4/24/2012,Pool closed: NO
8753,Fulton,Foxcroft Condo (Outdoor Pool),6851 ROSWELL RD. N.E.,ATLANTA,30328,4/24/2012,Pool closed: NO
8754,Fulton,Inverness (Wading Pool),2072 AZALEA DR.,ROSWELL,30075,4/20/2012,Pool closed: YES
8755,Fulton,Inverness (Wading Pool),2072 AZALEA DR.,ROSWELL,30075,4/20/2012,Pool closed: NO
8756,Fulton,Collier Green (Outdoor Pool),1150 COLLIER RD. N.W.,ATLANTA,30318,4/20/2012,Pool closed: NO
8757,Fulton,Mattress Factory Lofts (Outdoor Pool),300 MARTIN LUTHER KING JR DR SE,ATLANTA,30312,4/20/2012,Pool closed: NO
8758,Fulton,Sleep Inn & Suites,1005 OAKLEY INDUSTRIAL BLVD.,FAIRBURN,30213,4/9/2012,Pool closed: NO / Remarks: Pool rules need to be updated
8759,Fulton,La Quinta Inn & Suites-Roswell,575 OLD HOLCOMB BRIDGE RD.,ROSWELL,30076,4/20/2012,Pool closed: NO
8760,Fulton,Azalea Park Pool #3,8805 DUNWOODY PL.,ATLANTA,30350,4/17/2012,Pool closed: NO
8761,Fulton,Nottingham Gate Outdoor Swimming Pool,6500 MAID MARION CLOSE,ALPHARETTA,30005,4/25/2012,Pool closed: NO
8762,Fulton,Foxworth (Outdoor Pool),9830 FOXWORTH DR.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8763,Fulton,Hampton Hall (Wading Pool),1400 HAMPTON HILL DR.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8764,Fulton,The Cloisters (Outdoor Pool),5050 ROSWELL RD. N.W.,ATLANTA,30342,4/24/2012,Pool closed: NO
8765,Fulton,Staybridge Suites Whirlpool,760 MOUNT VERNON HWY.,SANDY SPRINGS,30328,4/20/2012,Pool closed: NO
8766,Fulton,Glenridge Creek (Outdoor Pool),1000 GLENRIDGE PLZ,ATLANTA,30342,4/24/2012,Pool closed: NO
8767,Fulton,Howell Place Condos (Outdoor Pool),2110 HOWELL MILL RD. N.W.,ATLANTA,30318,4/24/2012,Pool closed: NO
8768,Fulton,Staybridge Suites (Intercontinental Hotel Group)OP,760 MOUNT VERNON HWY.,ATLANTA,30328,4/20/2012,Pool closed: YES
8769,Fulton,Azalea Park (Pool #1),8805 DUNWOODY PL.,ATLANTA,30350,4/25/2012,Pool closed: NO
8770,Fulton,Riverview (Outdoor Pool),501 NORTH RIVER PKWY.,ATLANTA,30350,4/5/2012,Pool closed: NO
8771,Fulton,Woodcreek Apts. (Outdoor Pool),600 OLD HOLCOMB BRIDGE RD.,ROSWELL,30076,4/5/2012,Pool closed: NO
8772,Fulton,Dunwoody Crossing (Outdoor Pool),700 SUMMIT PLACE DR.,ATLANTA,30350,4/5/2012,Pool closed: NO
8773,Fulton,The Reynolds Homeowners Assoc.,565 PEACHTREE ST.,ATLANTA,30308,4/23/2012,Pool closed: NO
8774,Fulton,Ivy Hall,"625 PIEDMONT AVE, STE. 1007",ATLANTA,30308,4/23/2012,Pool closed: NO
8775,Fulton,Camden Midtown Atlanta,265 PONCE DE LEON AVE.,ATLANTA,30309,4/23/2012,Pool closed: YES
8776,Fulton,Coldwater Creek,5467 BIGHORN PASS,ATLANTA,30349,4/25/2012,Pool closed: NO
8777,Fulton,Sobu Flats (Outdoor Pool),374 E. PACES FERRY,ATLANTA,30305,4/25/2012,Pool closed: NO
8778,Fulton,Paces Green (Outdoor Pool),350 E. PACES FERRY,ATLANTA,30305,4/25/2012,Pool closed: NO
8779,Fulton,Life Time Athletic (Outdoor Leisure Pool),5580 ROSWELL RD.,ATLANTA,30342,4/19/2012,Pool closed: NO
8780,Fulton,Hyatt Place Atlanta Perimeter Center Pool,1005 CRESTLINE PKWY. N.E.,ATLANTA,30328,4/5/2012,Pool closed: NO
8781,Fulton,Peachtree Orleans Condo Pool,3669 PEACHTREE RD.,ATLANTA,30340,4/25/2012,Pool closed: NO
8782,Fulton,Peachtree Road Condo (Outdoor Pool),3660 PEACHTREE RD. N.E.,ATLANTA,30319,4/25/2012,Pool closed: NO
8783,Fulton,Piedmont Hospital Health & Fitness Club-Therapy,"2001 PEACHTREE RD. N.E., STE. 100",ATLANTA,30309,4/24/2012,Pool closed: NO
8784,Fulton,Piedmont Hospital Health & Fitness Club-Lap,"2001 PEACHTREE RD. N.E., STE. 100",ATLANTA,30309,4/24/2012,Pool closed: NO
8785,Fulton,Harbor Pointe (Outdoor Pool),500 HARBOR POINTE PKWY.,DUNWOODY,30350,4/5/2012,Pool closed: NO
8786,Fulton,Hampton Hall (Outdoor Pool),1400 HAMPTON HILL DR.,ALPHARETTA,30022,4/17/2012,Pool closed: NO
8787,Fulton,Barrington Trace HOA (Outdoor Pool),5300 BARRINGTON TRACE DR.,ATLANTA,30331,4/26/2012,Pool closed: YES
8788,Fulton,The Manor House (Outdoor Pool),50 BISCAYNE DR NW,ATLANTA,30309,4/24/2012,Pool closed: YES
8789,Fulton,Chartwell (Outdoor Pool),9885 ROD RD.,ALPHARETTA,30022,4/17/2012,Pool closed: NO
8790,Fulton,Life Time Athletic (Indoor Leisure Pool),5580 ROSWELL RD.,ATLANTA,30342,4/19/2012,Pool closed: NO / Remarks: ph 7.2
8791,Fulton,Garden Brook (Outdoor Pool),311 PEACHTREE HILLS AVE.,ATLANTA,30305,4/24/2012,Pool closed: NO
8792,Fulton,Morgans Landing (Outdoor Pool),7843 ROSWELL RD. N.E.,DUNWOODY,30350,4/19/2012,Pool closed: NO
8793,Fulton,Harbor Pointe Clubhouse Pool,500 HARBOR POINTE PKWY.,SANDY SPRINGS,30350,4/5/2012,Pool closed: NO
8794,Fulton,La Quitna Inn & Suites #168 Yearround Swim Pool,6260 PEACHTREE DUNWOODY,ATLANTA,30328,4/19/2012,Pool closed: NO
8795,Fulton,La Quinta Inn & Suites #168 Whirlpool Season,6260 PEACHTREE DUNWOODY RD.,ATLANTA,30328,4/19/2012,Pool closed: NO
8796,Fulton,Veridian at Sandy Springs (Outdoor Pool),1800 WINDRIDGE DR.,ATLANTA,30350,4/19/2012,Pool closed: NO
8797,Fulton,Alpharetta Athletic Club (West) (Kiddie Pool),1785 DINSMORE RD.,MILTON,30004,4/25/2012,Pool closed: NO
8798,Fulton,Alpharetta Athletic Club (West) (Main Pool),1785 DINSMORE RD.,MILTON,30004,4/25/2012,Pool closed: NO
8799,Fulton,Hadfield (Outdoor Pool),185 AXWORTH CT.,ROSWELL,30075,4/25/2012,Pool closed: NO / Remarks: system is on salt generator but must still have a ph pump/feeder
8800,Fulton,Woodfield (Wading Pool),405 SILVER PINE,ROSWELL,30076,4/25/2012,Pool closed: NO
8801,Fulton,Woodfield (Outdoor Pool),405 SILVER PINE,ROSWELL,30076,4/25/2012,Pool closed: NO
8802,Fulton,The Heritage at Roswell,3700 VILLAGE GREEN DR.,ROSWELL,30075,4/25/2012,Pool closed: NO
8803,Fulton,The Heritage at Roswell # 2 (Outdoor Pool),3700 VILLAGE GREEN DR.,ROSWELL,30075,4/25/2012,Pool closed: NO
8804,Fulton,White Columns (Outdoor Pool),300 CLUBHOUSE DR.,ALPHARETTA,30004,4/24/2012,Pool closed: NO
8805,Fulton,White Columns Outdoor (Wading Pool),300 CLUBHOUSE DR.,ALPHARETTA,30004,4/24/2012,Pool closed: NO
8806,Fulton,Autry Towhship (Outdoor Pool),10039 PARC SKY CIR.,JOHNS CREEK,30022,4/24/2012,Pool closed: NO
8807,Fulton,Bishops Gate (Outdoor Pool),6331 GRANBY HILL RD.,ROSWELL,30076,4/24/2012,Pool closed: NO
8808,Fulton,Wexford (Wading Pool),11995 WEXFORD CLUB DR.,ROSWELL,30075,4/24/2012,Pool closed: NO
8809,Fulton,Wexford (Outdoor Pool),11995 WEXFORD CLUB DR.,ROSWELL,30075,4/24/2012,Pool closed: NO
8810,Fulton,Westover Plantation (Outdoor Pool) Phase I,2475 DEFOORS FERRY RD.,ATLANTA,30318,4/25/2012,Pool closed: NO
8811,Fulton,Westover Plantation (Outdoor Pool) Phase II,2475 DEFOORS FERRY RD. N.W.,ATLANTA,30318,4/25/2012,Pool closed: NO
8812,Fulton,Oxford Lake (Outdoor Pool),720 OXFORD LAKE CT.,ALPHARETTA,30201,4/24/2012,Pool closed: NO
8813,Fulton,Coventry Forest (Outdoor Pool),2652 TRAYWICK CHASE,ALPHARETTA,30004,4/23/2012,Pool closed: NO
8814,Fulton,The Park at Windward Village,13100 COMMONWEALTH CT.,ALPHARETTA,30004,4/23/2012,Pool closed: NO
8815,Fulton,Crabapple Walk (Outdoor Pool),130 BIRCHWOOD CT.,ROSWELL,30076,4/23/2012,Pool closed: NO
8816,Fulton,Crabapple Chase (Outdoor Pool),12580 CRABAPPLE CHASE DR.,ALPHARETTA,30201,4/23/2012,Pool closed: NO
8817,Fulton,Andover North (Outdoor Pool),4001 DOVER AVE.,ALPHARETTA,30004,4/23/2012,Pool closed: NO
8818,Fulton,Ellard (Outdoor Pool),8622 ELLARD DR.,ROSWELL,30022,4/23/2012,Pool closed: NO
8819,Fulton,Towne Place Suites (Outdoor Pool),7925 WESTSIDE PKWY.,ALPHARETTA,30009,4/27/2012,Pool closed: NO
8820,Fulton,Kimball Farms (Outdoor Pool),1255 SEALE DR.,ALPHARETTA,30202,4/23/2012,Pool closed: NO
8821,Fulton,Kimball Farms (Wading Pool),1255 SEALE DR.,ALPHARETTA,30202,4/23/2012,Pool closed: NO
8822,Fulton,Randolph Hall (Outdoor Pool),5655 WAKE FOREST RUN,ALPHARETTA,30122,4/23/2012,Pool closed: NO
8823,Fulton,Thornbury Park,4935 THORNBURY WAY,ALPHARETTA,30005,4/24/2012,Pool closed: NO
8824,Fulton,Landmark at Creekside Grand Phase I,3505 REDWINE RD.,EAST POINT,30344,4/26/2012,Pool closed: YES
8825,Fulton,Landmark at Creekside Grand Phase II,3505 REDWINE,EAST POINT,30344,4/26/2012,Pool closed: YES
8826,Fulton,Abbotts Landing (Outdoor Pool),11510 BOXFORD,ALPHARETTA,30022,4/24/2012,Pool closed: NO
8827,Fulton,Vicarage (Outdoor Pool),160 VICARAGE CTR,ALPHARETTA,30005,4/24/2012,Pool closed: NO
8828,Fulton,Abbotts Cove (Outdoor Pool),250 DUNHILL WAY DR.,ALPHARETTA,30005,4/24/2012,Pool closed: NO
8829,Fulton,Abbotts Cove Outdoor Wading,250 DUNHILL WAY DR.,ALPHARETTA,30005,4/24/2012,Pool closed: NO
8830,Fulton,Lakehill (Outdoor Pool),605 LAKEHILL WAY,JOHNS CREEK,30022,4/24/2012,Pool closed: NO
8831,Fulton,Devonshire (Outdoor Pool),9010 NESBIT FERRY RD.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8832,Fulton,Oakbridge Subdivision (Outdoor Pool),540 OAK BRIDGE TRL.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8833,Fulton,Waters Cove (Outdoor Pool),550 WATERVIEW TRL.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8834,Fulton,Farmbrook Estates (Outdoor Pool),700 BUTTERCUP TRCE,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8835,Fulton,Carriage Homes (Outdoor Pool),200 SOUTH RIVER FARM DR.,ALPHARETTA,30004,4/25/2012,Pool closed: NO
8836,Fulton,River Farm HOA Swimming Pool,5000 JOHNS_CREEK CT.,ALPHARETTA,30022,4/25/2012,Pool closed: NO
8837,Fulton,Leeward Walk (Outdoor Pool),12150 LEEWARD WALK CIR.,ALPHARETTA,30005,4/26/2012,Pool closed: NO
8838,Fulton,Glastonbury (Outdoor Pool),3550 PAIRPOINT PL.,ALPHARETTA,30202,4/26/2012,Pool closed: NO
8839,Fulton,Glastonberry (Wading Pool),3550 PAIRPOINT PL.,ALPHARETTA,30202,4/26/2012,Pool closed: NO
8840,Fulton,The Gates (HOA),800 GATES LN.,ALPHARETTA,30022,4/26/2012,Pool closed: NO
8841,Fulton,Foxdale,10915 CHATBURN WAY,DULUTH,30097,4/26/2012,Pool closed: NO
8842,Fulton,Century State Bridge (Outdoor Pool),11201 STATE BRIDGE RD.,ALPHARETTA,30022,4/26/2012,Pool closed: NO
8843,Fulton,Townhomes of Sandy Springs (Outdoor Pool),6520 ROSWELL RD. N.E.,ATLANTA,30326,4/25/2012,Pool closed: NO
8844,Fulton,High Meadows School,1055 WILLEO RD.,ROSWELL,30075,4/24/2012,"Pool closed: NO / Remarks: Client understands to repair cracked deck surfaces prior to opening pool to public, and to install missing slip pad. Client will send pictures of both repairs by 5.14.2012."
8845,Fulton,Canyon Point (Outdoor Pool),2026 EVES RD.,ROSWELL,30076,4/27/2012,Pool closed: NO
8846,Fulton,Ivey Ridge HOA,2945 IVEY OAKS LN.,ROSWELL,30076,4/27/2012,Pool closed: NO
8847,Fulton,Grand Veridian Homeowners Assoc.-O/D Pool,"10800 ALPHARETTA HWY, STE. 208 Box 564",ROSWELL,30076,4/27/2012,Pool closed: NO
8848,Fulton,Belleterre Subdivision (Outdoor Pool),13680 BELLETERRE DR.,ALPHARETTA,30201,4/27/2012,Pool closed: NO
8849,Fulton,Highgate at Sandy Springs Condo (Outdoor Pool),6900 ROSWELL RD. N.W.,ATLANTA,30328,4/23/2012,Pool closed: NO / Remarks: Client understands to repair underwater lights and provide hot water by 2013 permitting inspection.
8850,Fulton,River Falls Swimming Pool,1810 RIVERFALLS DR.,ROSWELL,30076,4/27/2012,Pool closed: NO
8851,Fulton,Whitehall (Outdoor Pool),850 KENLEY WALK,ROSWELL,30076,4/27/2012,Pool closed: NO
8852,Fulton,Lake Charles Plantation (Outdoor Pool),210 PLANTATION WAY,ROSWELL,30075,4/24/2012,Pool closed: NO
8853,Fulton,Mason Creek Townhomes,8615 ROBERTS DR.,DUNWOODY,30050,4/24/2012,Pool closed: NO
8854,Fulton,Sutters Point Condo (Outdoor Pool),6000 GLENRIDGE DR. N.E.,ATLANTA,30342,4/24/2012,Pool closed: NO
8855,Fulton,Brookfield Country Club Wading,100 WILLOW RUN,ROSWELL,30075,4/24/2012,Pool closed: NO
8856,Fulton,Brookfield Country Club (Main Pool),100 WILLOW RUN,ROSWELL,30075,4/24/2012,Pool closed: NO
8857,Fulton,City of Roswell (Main) (Outdoor Pool),10495 WOODSTOCK RD.,ROSWELL,30075,4/25/2012,Pool closed: NO
8858,Fulton,Wyndham (Outdoor Pool),14116 YACHT TERRACE,ALPHARETTA,30004,4/27/2012,Pool closed: NO
8859,Fulton,Providence Lake (Outdoor Pool),13265 PROVIDENCE LAKE DR.,ALPHARETTA,30004,4/30/2012,Pool closed: NO
8860,Fulton,Staybridge Suites (Intercontinental Hotel Group)OP,760 MOUNT VERNON HWY.,ATLANTA,30328,4/25/2012,Pool closed: NO
8861,Fulton,Sentinel (Wading Pool),8565 SENTINEL CHASE DR.,ROSWELL,30076,4/27/2012,Pool closed: NO
8862,Fulton,Roswell Park (Wading Pool),10495 WOODSTOCK RD.,ROSWELL,30075,4/25/2012,Pool closed: NO
8863,Fulton,Sentinel (Outdoor Pool),8565 SENTINEL CHASE DR.,ROSWELL,30076,4/27/2012,Pool closed: NO
8864,Fulton,Harrington Falls (Wading Pool),12950 HARRINGTON DR.,ALPHARETTA,30004,4/27/2012,Pool closed: NO
8865,Fulton,Harrington Falls (Outdoor Pool),12950 HARRINGTON DR.,ALPHARETTA,30004,4/27/2012,Pool closed: NO
8866,Fulton,Crooked Creek Multi-Purpose Pool,14250 CREEK CLUB DR.,MILTON,30004,4/27/2012,Pool closed: NO
8867,Fulton,Crooked Creek Competition Pool,14250 CREEK CLUB DR.,MILTON,30004,4/27/2012,Pool closed: NO
8868,Fulton,Huntcliff (Outdoor Pool),9072 RIVER RUN,ATLANTA,30350,4/25/2012,Pool closed: NO
8869,Fulton,Chattahoochee Terrace (Outdoor Pool),2501 QUEEN ANNE CTR,ATLANTA,30350,4/25/2012,Pool closed: NO
8870,Fulton,Chattahoochee Terrace (Wading Pool),2300 QUEEN ANNE CTR,ATLANTA,30350,4/25/2012,Pool closed: NO
